,course_title,url,tags,content
187,autodesk fusion 360 integrated cad/cam/cae,https://coursera.org/learn/fusion-360-integrated-cad-cam-cae,"['Physical Science and Engineering', 'Mechanical Engineering']",autodesk fusion 360 integrated cadcamcae physical science engineering mechanical engineering
188,automated reasoning: satisfiability,https://coursera.org/learn/automated-reasoning-sat,"['Computer Science', 'Algorithms']",automated reasoning satisfiability computer science algorithms
189,automated reasoning: symbolic model checking,https://coursera.org/learn/automated-reasoning-symbolic-model-checking,"['Computer Science', 'Software Development']",automated reasoning symbolic model checking computer science software development
190,automating real-world tasks with python,https://coursera.org/learn/automating-real-world-tasks-python,"['Information Technology', 'Cloud Computing']",automating realworld tasks python information technology cloud computing
191,avatar psychology for designers,https://coursera.org/learn/avatar-psychology-for-designers,"['Computer Science', 'Software Development']",avatar psychology designers computer science software development
192,aws computer vision: getting started with gluoncv,https://coursera.org/learn/aws-computer-vision-gluoncv,"['Information Technology', 'Cloud Computing']",aws computer vision getting started gluoncv information technology cloud computing
193,aws fundamentals: addressing security risk,https://coursera.org/learn/aws-fundamentals-addressing-security-risk,"['Information Technology', 'Cloud Computing']",aws fundamentals addressing security risk information technology cloud computing
194,aws fundamentals: building serverless applications,https://coursera.org/learn/aws-fundamentals-building-serverless-applications,"['Information Technology', 'Cloud Computing']",aws fundamentals building serverless applications information technology cloud computing
195,aws fundamentals: going cloud-native,https://coursera.org/learn/aws-fundamentals-going-cloud-native,"['Information Technology', 'Cloud Computing']",aws fundamentals going cloudnative information technology cloud computing
196,aws fundamentals: migrating to the cloud,https://coursera.org/learn/aws-fundamentals-cloud-migration,"['Information Technology', 'Data Management']",aws fundamentals migrating cloud information technology data management
197,bacteria and chronic infections,https://coursera.org/learn/bacterial-infections,"['Health', 'Patient Care']",bacteria chronic infections health patient care
198,basic cryptography and programming with crypto api,https://coursera.org/learn/basic-cryptography-and-crypto-api,"['Computer Science', 'Computer Security and Networks']",basic cryptography programming crypto api computer science computer security networks
199,"basic data descriptors, statistical distributions, and application to business decisions",https://coursera.org/learn/descriptive-statistics-statistical-distributions-business-application,"['Data Science', 'Data Analysis']",basic data descriptors statistical distributions application business decisions data science data analysis
200,basic data processing and visualization,https://coursera.org/learn/basic-data-processing-visualization-python,"['Data Science', 'Data Analysis']",basic data processing visualization data science data analysis
201,basic modeling for discrete optimization,https://coursera.org/learn/basic-modeling,"['Computer Science', 'Software Development']",basic modeling discrete optimization computer science software development
202,basic statistics,https://coursera.org/learn/basic-statistics,"['Data Science', 'Probability and Statistics']",basic statistics data science probability statistics
203,basic system programming on ibm z,https://coursera.org/learn/system-programming,"['Information Technology', 'Support and Operations']",basic system programming ibm z information technology support operations
204,basics of extracellular vesicles,https://coursera.org/learn/extracellular-vesicles,"['Health', 'Basic Science']",basics extracellular vesicles health basic science
205,battery pack balancing and power estimation,https://coursera.org/learn/battery-pack-balancing-power-estimation,"['Physical Science and Engineering', 'Electrical Engineering']",battery pack balancing power estimation physical science engineering electrical engineering
206,battery state-of-charge (soc) estimation,https://coursera.org/learn/battery-state-of-charge,"['Physical Science and Engineering', 'Electrical Engineering']",battery stateofcharge soc estimation physical science engineering electrical engineering
